year,locationcode,subbrandcode,country,storename,abm,user_country,user_channel,openingdate,store_opg_year,storetype,customer,docdate,ulp,mobileno,nps,hni,gep,indian,nr,tourist,forbill,invoice_type,usd_conv,aed_conv,inr_conv,totalbill,studbill,gender,maritalstatus,nationality,community,enroll_loccode,kpitypea,rcluster,product_group,user_region,tep,active_repeat,catchment,ltltype,target_field,walkins,conversions,qty,salesvalue,actwt,discount,tax,nsv,makingcharge,goldprice,stonevalue,usd_salesvalue,usd_discount,usd_tax,usd_nsv,usd_makingcharge,usd_goldprice,usd_stonevalue,aed_salesvalue,aed_discount,aed_tax,aed_nsv,aed_makingcharge,aed_goldprice,aed_stonevalue,inr_salesvalue,inr_discount,inr_tax,inr_nsv,inr_makingcharge,inr_goldprice,inr_stonevalue,studdedsales,plainsales,gep_salesvalue,studded_qty,studgep_salesvalue,totalbuyers,studdedbuyers,plainbuyers,btq
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001613733,31/12/2025,600001613733,b65fb1de15a19ab6d594e04f76a6b3d7,NA,HNI,N,Y,REPEAT,N,2025XAH232,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,COINS,COINS,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,4382.46,9,5,4,4385.46,198.46,4194,9,1179.27,10,10,1176.27,55.394204,1122.87,6,4382.46,9,8,4386.46,189.46,4197,10,"1,00,659.58",9,3,"1,00,662.58",4344.58,96325,7,2,0,0,0,0,1,0,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000051737,01/12/2025,600000051737,32c8dc57b85b295c8203248ea3ca127a,NA,N,N,Y,REPEAT,N,2025XAH3700,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,MALAYALAM,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,5,8777.61,16.789,424.75,405.8,7964.06,1676.62,2901.19,3820,2355.8,120.97375,110.37172,2130.45,448.921588,779.639006,1029.86,8778.61,426.75,401.8,7965.06,1677.62,2894.19,3819,"2,01,776.03",9636.25,9158.4,"1,82,992.38",38360.26,66551.37,87726,2355.8,0,0,5,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001632204,01/12/2025,600001632204,f2f062f0fcb550c9c9dd1722fe928997,NA,N,N,N,NEW,Y,2025XAH3706,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,2707.14,6.905,34.62,134.5,2556.02,277.18,2306.46,8,732.354436,13.385588,36.0935,690.875348,76.850532,623.410404,2,2710.14,35.62,128.5,2559.02,277.18,2302.46,5,62221.22,641.26,2941.5,58652.46,6359.14,52942.58,5,9,723.354436,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001632857,01/12/2025,600001632857,49d5c5347894ed3432c7aa069b82cbc8,NA,N,N,Y,NEW,N,2025XAH3710,STORE,0.2674,1,23,1,0,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,591.86,10.913,3,37.9,565.96,128.43,436.53,1,159.658964,3,9.46046,157.198504,41.539982,124.658522,3,587.86,3,28.9,564.96,127.43,439.53,8,13476.78,5,647.7,12842.08,2890.89,9955.19,2,2,156.658964,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001633582,01/12/2025,600001633582,5e2ad54efde8a2175c9aa984f37de872,NA,N,N,N,NEW,Y,2025XAH3715,STORE,0.2674,1,23,1,1,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,8734.56,16.518,7,423.88,8320.68,1654.52,3686.16,2997,2341.35,7,116.206312,2232.15,441.012048,986.609584,802.526,8741.56,5,418.88,8322.68,1646.52,3685.16,2999,"2,00,879.88",10,9566.24,"1,91,315.64",37851.96,84690.68,68779,2340.35,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001618641,04/12/2025,600001618641,aa21deabdb647fe9e246039ae82bb385,NA,N,N,Y,REPEAT,Y,2025XAH4,STORE,0.2674,1,23,1,1,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,919.34,1.423,1,50.54,871.8,166.08,168.62,562.1,247.494516,9,14.642596,233.85192,48.805392,47.414988,151.63154,920.34,6,45.54,877.8,170.08,163.62,554.1,21031.82,3,1003.42,20032.4,3682.84,3654.26,12705.3,249.494516,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001643482,07/12/2025,600001643482,faff5b0211a815d1b8f70b6177056a03,NA,N,Y,Y,NEW,N,2025XAH34,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,3592.43,8.893,67.23,169.77,3362.43,669.26,2762.4,5,969.813582,18.709902,45.861698,898.241982,187.088324,746.86356,8,3596.43,75.23,175.77,3357.43,669.26,2760.4,7,82563.89,1532.29,3865.71,77180.89,15239.98,63471.2,3,5,959.813582,3589.43,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000912490,17/12/2025,600000912490,694edab6fb436b1b154815283a428e51,PROMOTERS,N,N,Y,REPEAT,N,2025XAH111,STORE,0.2674,1,23,1,0,FEMALE,SINGLE,NOTMAPPED,OTHERS,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,3025.39,11.132,6,150.69,2880.7,545.36,2344.34,4,814.850086,8,47.422706,774.42738,153.690064,629.737316,5,3023.39,1,151.69,2875.7,545.36,2343.34,7,69405.97,7,3312.87,66101.1,12365.28,53740.82,7,3,806.850086,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001676151,26/12/2025,600001676151,c369b22f9f5ec250221059c90180d2f4,NA,N,N,N,NEW,N,2025XAH179,STORE,0.2674,1,23,1,1,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,1166.24,4.449,63.84,53.59,1057.81,212.01,601.43,305.21,314.585176,26.268616,22.062566,287.253994,66.156674,165.020182,84.345754,1175.24,67.84,61.59,1058.81,211.01,599.43,307.21,26806.52,1404.32,1211.57,24200.63,4837.23,13764.89,7000.83,313.585176,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001669883,28/12/2025,600001669883,7950a3664039903fdc29b44811d3d8d4,NA,N,N,Y,REPEAT,Y,2025XAH192,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XDF,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,2,23329.55,40.373,339.45,1102.67,21898.43,3334.49,18904.39,8,6236.92,95.89713,295.714758,5857.3,895.968626,5056.23,2,23330.55,339.45,1102.67,21896.43,3328.49,18905.39,8,"5,36,382.65",7655.35,25181.41,"5,03,557.89",76471.27,"4,34,740.97",9,9,6235.92,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001777355,29/12/2025,600001777355,84a2ce3d9b24d0f1c4e64be2e755c003,NA,N,Y,Y,REPEAT,N,2025XAH203,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,TAMIL,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,Y,N,ABU DHABI,LTL,0,0,0,3,9496.22,23.627,132.8,455.92,8924.5,1303,7760.3,4,2539.75,36.70852,126.239008,2386.81,352.0852,2080.43,5,9502.22,136.8,450.92,8924.5,1308,7751.3,4,"2,18,371.06",2986.4,10262.16,"2,05,129.50",29862,"1,78,259.90",1,10,2538.75,9494.22,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001645057,08/12/2025,600001645057,6312a146b2ced0d9d824e0bba8b94ffc,NA,N,N,Y,NEW,Y,2025XAH36,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,3,7754.36,21.124,75.53,371.28,7308.55,746.33,6639.75,3,2078.11,22.929322,103.675872,1954.5,201.301242,1782.13,10,7747.36,76.53,374.28,7310.55,752.33,6640.75,5,"1,78,153.28",1719.19,8403.44,"1,68,037.65",17150.59,"1,52,601.25",10,3,2071.11,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001638110,04/12/2025,600001638110,29acfdbeda1a870ed03f5bc2aa26f3f4,NA,N,N,N,NEW,N,2025XAH3,STORE,0.2674,1,23,1,1,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,841.54,3.582,5,47.03,803.51,160.51,225.61,428.39,225.760396,6,13.704022,221.056374,45.781174,64.991114,119.284086,845.54,2,42.03,807.51,161.51,221.61,435.39,19333.42,8,924.69,18417.73,3508.73,5078.03,9831.97,225.760396,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000898129,01/12/2025,600000898129,ecf517cde85926e466a155c18ddf7ac3,NA,N,Y,Y,REPEAT,N,2025XAH3708,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,41138.67,72.893,777.14,1932.12,38451.41,5121.29,34103.26,3,11002.61,207.133236,515.974888,10280.5,1375.56,9120.07,4,41134.67,768.14,1932.12,38452.41,5115.29,34098.26,5,"9,46,037.41",17654.22,44218.76,"8,84,176.43","1,17,632.67","7,84,198.98",5,8,10998.61,41131.67,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001645479,08/12/2025,600001645479,073552f42202cd33ff6f99b4bb4546d5,NA,N,N,N,NEW,N,2025XAH38,STORE,0.2674,1,23,1,0,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,1661.09,12.758,5,80.86,1587.23,290.42,1299.81,4,443.838466,3,24.087164,427.751302,85.053908,351.697394,3,1658.09,5,80.86,1587.23,294.42,1297.81,3,38094.07,3,1821.78,36282.29,6548.66,29743.63,5,3,442.838466,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000765294,07/12/2025,600000765294,3cf029c6af7f111fca527562150f8b42,NA,N,N,Y,REPEAT,N,2025XAH29,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,TAMIL,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,3769.78,7.781,365.36,171.16,3606.62,676.59,2167.69,773.34,1014.97,106.360264,44.361584,973.607988,183.048366,586.570706,210.988916,3772.78,363.36,168.16,3606.62,676.59,2169.69,779.34,86617.94,8293.28,3737.68,82891.26,15407.57,49767.87,17718.82,1008.97,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001656500,15/12/2025,600001656500,5daf80e27e3d40fdb7915e250fbc0ed9,NA,N,N,Y,NEW,N,2025XAH105,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,2676.85,7.615,10,130.37,2551.48,338.28,2220.2,8,718.25489,2,35.058738,685.196152,90.851672,600.34448,9,2677.85,7,132.37,2555.48,340.28,2222.2,4,61529.55,7,2930.51,58593.04,7649.44,50950.6,8,7,715.25489,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001610481,19/12/2025,600001610481,3cbed98bc1477a5f7bde45278fbeabf6,NA,N,N,Y,NEW,N,2025XAH121,STORE,0.2674,1,23,1,0,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,6714.55,21.727,10,324.69,6401.86,743.58,5664.28,10,1796.2,9,88.485106,1713.72,201.694092,1523.02,6,6720.55,9,324.69,6395.86,741.58,5664.28,9,"1,54,417.65",5,7362.87,"1,47,065.78",16926.34,"1,30,144.44",5,3,1795.2,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001650669,12/12/2025,600001650669,cf384b2c1f5c3320c180847e91009192,NA,N,N,Y,NEW,Y,2025XAH68,STORE,0.2674,1,23,1,1,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,2469.25,9.253,194.39,109.33,2175.53,531.89,885.06,959.97,661.47525,55.177686,37.967442,584.330122,149.355586,236.258444,264.893778,2471.25,193.39,111.33,2175.53,528.89,880.06,963.97,56730.75,4410.97,2494.59,49834.19,12081.47,20154.38,22020.31,667.47525,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001650933,12/12/2025,600001650933,c75f2d49342b81e81099f58f11b6655a,PROMOTERS,N,N,Y,NEW,Y,2025XAH69,STORE,0.2674,1,23,1,0,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,14283.6,34.765,97.69,676.52,13511.39,1776.79,11835.29,9,3823.03,27.715706,183.634048,3622.68,479.311446,3167.08,2,14277.6,90.69,678.52,13511.39,1775.79,11832.29,4,"3,28,323.80",2043.87,15538.96,"3,10,748.97",40802.17,"2,71,984.67",3,2,3817.03,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001685087,29/12/2025,600001685087,c4bcbaf4b6cf46f126ccbc20a8b049f7,NA,N,N,Y,NEW,Y,2025XAH212,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,3,2994.19,9.88,65.06,145.53,2797.6,610.57,1877.08,380.01,806.576806,25.060044,40.310322,748.20644,168.592418,501.326792,107.347274,2994.19,69.06,143.53,2799.6,602.57,1877.08,381.01,68781.37,1385.38,3215.19,64184.8,13818.11,43039.84,8725.23,805.576806,0,0,3,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001613733,14/12/2025,600001613733,b65fb1de15a19ab6d594e04f76a6b3d7,NA,HNI,N,Y,REPEAT,N,2025XAH92,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,COINS,COINS,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,5420.1,12,5,7,5423.1,238.1,5182,2,1453.46,4,7,1448.46,71.33094,1390.13,10,5421.1,4,4,5414.1,235.1,5183,2,"1,24,502.30",3,9,"1,24,511.30",5369.3,"1,19,148",10,10,0,0,0,0,1,0,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001633582,12/12/2025,600001633582,5e2ad54efde8a2175c9aa984f37de872,NA,N,N,N,REPEAT,Y,2025XAH59,STORE,0.2674,1,23,1,1,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,4,11409.9,15.416,1643.85,465.91,9302.14,2219.17,3556.77,5192.05,3058.4,444.76329,131.316934,2490.32,595.732058,954.406298,1391.95,11408.9,1642.85,465.91,9305.14,2213.17,3548.77,5191.05,"2,62,298.70",37745.55,10699.93,"2,13,863.22",50814.91,81580.71,"1,19,215.15",3056.4,0,0,4,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000964707,21/12/2025,600000964707,3727bf37bb31fa2bde98392ac8ae7b26,NA,N,N,Y,REPEAT,N,2025XAH142,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,OTHERS,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,4812.44,14.219,7,229.74,4578.7,599.7,3980,5,1287.44,8,64.165076,1229.27,160.55758,1065.72,3,4808.44,3,233.74,4583.7,603.7,3979,5,"1,10,489.12",6,5264.02,"1,05,228.10",13732.1,91500,3,9,1284.44,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001669446,22/12/2025,600001669446,2021973c83d8730a80eb36b6007b9e49,NA,N,N,Y,NEW,N,2025XAH154,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,955.64,10.743,85.57,49.34,836.73,197.64,298.82,427.84,260.735936,27.614018,16.054316,225.067602,58.977136,84.637068,117.067416,962.64,94.57,48.34,836.73,198.64,306.82,431.84,21914.72,1949.11,960.82,19017.79,4386.72,6859.86,9729.32,260.735936,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001367413,28/12/2025,600001367413,3ac731378bb009a52186db95ab835842,NA,HNI,N,Y,REPEAT,N,2025XAH195,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,TELUGU,XAH,ACTUALS,STUDDED,STUDDED,EOA,Y,Y,ABU DHABI,LTL,0,0,0,1,8523.44,23.391,160.8,401.03,7965.61,1548.95,5273.36,1308.1,2286.49,50.39352,110.433222,2133.67,422.92183,1417.96,350.18154,8516.44,161.8,406.03,7963.61,1550.95,5275.36,1310.1,"1,95,817.12",3569.4,9155.69,"1,83,099.03",35608.85,"1,21,105.28",29950.3,2284.49,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001367413,31/12/2025,600001367413,3ac731378bb009a52186db95ab835842,NA,HNI,N,Y,REPEAT,N,2025XAH224,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,TELUGU,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,Y,ABU DHABI,LTL,0,0,0,4,6302.45,8.724,675.07,278.16,5368.22,1159.07,1553.9,3338.32,1686.94,187.107118,79.705984,1437.13,314.261318,421.44326,897.527568,6307.45,674.07,275.16,5367.22,1152.07,1554.9,3335.32,"1,44,849.35",15329.61,6171.68,"1,23,359.06",26429.61,35657.7,76605.36,1692.94,0,0,4,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001594537,05/12/2025,600001594537,7c5da21599a6b904992d06395c5adc8f,NA,N,N,Y,NEW,Y,2025XAH7,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,2,37342.26,66.746,855.73,1738.27,34746.26,5668.82,29940.17,8,9990.65,235.217802,468.545998,9294.88,1515.77,8010.33,9,37336.26,852.73,1742.27,34746.26,5667.82,29931.17,5,"8,58,651.98",19546.79,39965.21,"7,99,142.98","1,30,300.86","6,88,399.91",1,6,9982.65,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001235149,03/12/2025,600001235149,1279eceb1e426e9a1a1e843c8c70d9b8,NA,N,N,N,REPEAT,Y,2025XAH3722,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,OTHERS,XDB,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,8433.02,19.171,141.42,400.7,7903.9,1404.21,6648.11,5,2261.65,47.280908,109.54278,2117.83,380.811754,1779.3,7,8437.02,147.42,397.7,7901.9,1401.21,6642.11,3,"1,93,845.46",3207.66,9081.1,"1,81,569.70",32076.83,"1,52,705.53",7,9,2253.65,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000128477,10/12/2025,600000128477,f138c126f3880c51bd48a704f1444db1,NA,N,N,Y,REPEAT,N,2025XAH43,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,11096.4,27.079,165.24,525.44,10412.72,1613.37,8967.59,8,2971.57,44.115576,147.165656,2786.29,434.147738,2402.26,6,11098.4,169.24,522.44,10415.72,1618.37,8966.59,5,"2,55,084.20",3711.52,11971.12,"2,39,403.56",37089.51,"2,06,026.57",8,6,2965.57,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001610481,19/12/2025,600001610481,3cbed98bc1477a5f7bde45278fbeabf6,NA,N,N,Y,NEW,N,2025XAH120,STORE,0.2674,1,23,1,1,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,5931.14,9.074,537.38,262.04,5670.1,1162.2,1882.99,2641.91,1590.38,146.021412,76.732496,1516.65,309.63308,502.907126,715.109734,5928.14,528.38,265.04,5672.1,1155.2,1883.99,2642.91,"1,36,281.22",12134.74,5914.92,"1,30,373.30",26549.6,43173.77,60653.93,1586.38,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001647616,10/12/2025,600001647616,d802a9f7a20d62b98f021a6ce41757b8,NA,N,N,Y,NEW,N,2025XAH47,STORE,0.2674,1,23,1,0,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,1217.88,7.959,10,60.85,1167.03,241.75,925.28,1,327.858912,8,24.46909,314.389822,71.84175,252.548072,5,1217.88,4,67.85,1166.03,239.75,923.28,10,27943.24,1,1339.55,26618.69,5499.25,21127.44,3,6,324.858912,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000437696,18/12/2025,600000437696,58d56bbfb601d628a3395e0eb66e198b,DETRACTORS,N,N,Y,REPEAT,N,2025XAH117,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,9888.41,19.091,84.69,475.61,9333.11,1635.8,7789,9,2652.02,26.843906,131.771514,2497.41,440.87812,2086.37,3,9883.41,87.69,469.61,9341.11,1639.8,7789,9,"2,27,258.43",1888.87,10740.03,"2,14,642.53",37584.4,"1,78,949",1,1,2642.02,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001687497,30/12/2025,600001687497,1c22cb67dda28cf7878a29da2dfe10f5,NA,N,N,Y,NEW,N,2025XAH222,STORE,0.2674,1,23,1,0,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,PR_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,23607.81,39.47,848.11,1091.8,21680.9,4195.55,18220.79,112.67,6320.05,231.110614,299.80812,5799.14,1129.55,4878.97,30.721358,23606.81,839.11,1089.8,21682.9,4199.55,18228.79,105.67,"5,42,757.63",19277.53,24928.4,"4,98,554.70",96390.65,"4,19,064.17",2393.41,2,6310.05,0,0,0,1,0,1,XAH
