year,locationcode,subbrandcode,country,storename,abm,user_country,user_channel,openingdate,store_opg_year,storetype,customer,docdate,ulp,mobileno,nps,hni,gep,indian,nr,tourist,forbill,invoice_type,usd_conv,aed_conv,inr_conv,totalbill,studbill,gender,maritalstatus,nationality,community,enroll_loccode,kpitypea,rcluster,product_group,user_region,tep,active_repeat,catchment,ltltype,target_field,walkins,conversions,qty,salesvalue,actwt,discount,tax,nsv,makingcharge,goldprice,stonevalue,usd_salesvalue,usd_discount,usd_tax,usd_nsv,usd_makingcharge,usd_goldprice,usd_stonevalue,aed_salesvalue,aed_discount,aed_tax,aed_nsv,aed_makingcharge,aed_goldprice,aed_stonevalue,inr_salesvalue,inr_discount,inr_tax,inr_nsv,inr_makingcharge,inr_goldprice,inr_stonevalue,studdedsales,plainsales,gep_salesvalue,studded_qty,studgep_salesvalue,totalbuyers,studdedbuyers,plainbuyers,btq
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001650933,12/12/2025,600001650933,c75f2d49342b81e81099f58f11b6655a,PROMOTERS,N,N,Y,NEW,Y,2025XAH69,STORE,0.2674,1,23,1,1,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,1,3312.46,12.337,318.23,152.73,2860.5,699.24,908.32,1573.17,888.217004,87.757702,44.166002,766.2933,196.441976,246.815168,423.793858,3311.46,315.23,148.73,2860.5,703.24,905.32,1571.17,76141.58,7209.29,3289.79,65661.5,16037.52,20809.36,36028.91,893.217004,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001637898,04/12/2025,600001637898,2b685473deb2c357ccb809335c65926f,NA,N,Y,Y,NEW,Y,2025XAH2,STORE,0.2674,1,23,1,0,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,14873.71,29.728,1,715.99,14168.72,1179.15,12998.57,7,3982.63,2,196.316526,3791.31,317.63071,3478.68,9,14874.71,9,713.99,14161.72,1174.15,12996.57,2,"3,41,959.33",4,16292.77,"3,25,678.56",26892.45,"2,98,793.11",7,10,3975.63,14867.71,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001633368,01/12/2025,600001633368,56d02babfbd5b2fde8ff804e09a04929,NA,N,N,Y,NEW,N,2025XAH3714,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,PR_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,2259.92,6.571,45.29,112.22,2107.41,430.94,1692.76,33,610.163408,14.308346,32.135828,569.719234,119.094156,460.376624,10.5568,2253.92,48.29,107.22,2108.41,429.94,1692.76,40,51803.16,980.67,2427.06,48408.43,9736.62,38917.48,738,6,602.163408,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001668406,22/12/2025,600001668406,fdc681cfa40ddaa35834506403a2e6e7,NA,N,N,Y,NEW,N,2025XAH149,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,1080.12,4.656,31.13,53.14,1012.85,217.3,819.68,10,294.219688,6.650162,21.407436,277.16209,60.50162,223.310632,5,1079.12,25.13,56.14,1005.85,216.3,816.68,5,24706.76,490.99,1156.22,23073.55,4862.9,18699.64,4,2,287.219688,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600002054812,11/12/2025,600002054812,b3d29e7c1256d7662dcb82ef495e0635,NA,N,N,Y,REPEAT,N,2025XAH54,STORE,0.2674,1,23,1,0,FEMALE,SINGLE,NOTMAPPED,TELUGU,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,2,30965.72,59.02,514.92,1459.99,29000.81,3423.49,26094.24,10,8280.43,138.154808,395.727326,7762.55,924.371626,6983.33,8,30965.72,514.92,1450.99,29004.81,3426.49,26097.24,8,"7,12,151.56",11804.16,33350.77,"6,66,996.63",78654.27,"6,00,154.52",1,1,8279.43,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001667804,21/12/2025,600001667804,7b88e0c2ad95b52e449c470711fabf99,NA,N,N,Y,NEW,P,2025XAH145,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,2,27790.28,57.486,302.31,1317.95,26186.02,3014.11,23477.22,7,7434.85,81.570294,357.01323,7007.27,810.705614,6278.13,3,27792.28,307.31,1312.95,26183.02,3014.11,23476.22,3,"6,39,161.44",6935.13,30109.85,"6,02,120.46",69307.53,"5,39,747.06",1,5,7430.85,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001647442,10/12/2025,600001647442,e35c0e33e045cebffd216f03624ad33c,NA,N,N,N,NEW,N,2025XAH46,STORE,0.2674,1,23,1,0,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,1314.35,7.302,4,70.11,1251.24,168.03,1089.21,8,353.78319,4,25.608214,340.174976,44.326822,293.848154,10,1308.35,5,69.11,1245.24,164.03,1083.21,8,30006.05,10,1433.53,28577.52,3728.69,24854.83,5,10,348.78319,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001569646,01/12/2025,600001569646,ad2faf65e50662f78464694dd0e3a9fe,PROMOTERS,N,N,Y,REPEAT,N,2025XAH3672,STORE,0.2674,1,23,0,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,PR_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,-1,-4413.73,-4.965,7,-205.32,-4203.41,-874.86,-3263.55,-47,-1172.03,2,-48.239568,-1120.79,-226.344164,-869.34727,-10.1026,-4408.73,2,-200.32,-4196.41,-876.86,-3267.55,-46,"-1,01,580.79",3,-4833.36,-96740.43,-20322.78,-75282.65,-1120,1,-1181.03,0,0,0,0,0,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000797974,01/12/2025,600000797974,3dd82e9b6ce0b40b5033827a9b72a648,NA,N,Y,Y,REPEAT,N,2025XAH3704,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,TAMIL,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,18018.56,41.902,162.04,853.41,17018.11,1566.38,15604.77,1,4822.09,46.725096,231.399634,4549.97,425.245612,4177.45,2,18023.56,159.04,860.41,17018.11,1568.38,15608.77,9,"4,14,336.88",3592.92,19568.43,"3,91,193.53",35897.74,"3,58,888.71",2,4,4817.09,18014.56,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000253176,01/12/2025,600000253176,75bcc2afc45a9c9ffa3b6d06136a455e,NA,N,N,Y,REPEAT,N,2025XAH3707,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,OTHERS,XDM,ACTUALS,STUDDED,STUDDED,EOA,Y,N,ABU DHABI,LTL,0,0,0,4,28309.78,15.505,1793.66,1268.76,25261.36,5436.9,5518.12,16093,7576.16,481.218084,346.662024,6761.28,1460.02,1484.28,4310.2,28311.78,1788.66,1271.76,25264.36,5439.9,5521.12,16090,"6,50,968.94",41051.18,29048.48,"5,80,880.28","1,24,981.70","1,26,897.76","3,70,054",7570.16,0,0,4,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001498762,03/12/2025,600001498762,943e78f03a5f45d9dac9338d0c3dcf34,NA,N,N,N,REPEAT,N,2025XAH3727,STORE,0.2674,1,23,1,0,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,1318.31,5.104,32.89,64.45,1236.97,261.94,1003.92,6,358.981294,11.922986,19.43173,332.626578,78.240556,274.309008,5,1323.31,35.89,64.45,1238.97,260.94,1004.92,6,30282.13,599.47,1414.35,28269.31,5962.62,22907.16,5,6,351.981294,0,0,0,0,0,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000767191,05/12/2025,600000767191,64ff778ffb148f44a5998092611a9653,NA,N,N,Y,REPEAT,N,2025XAH5,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,MALAYALAM,XDK,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,2,12821.94,30.901,96.79,608.82,12117.33,1897.74,10321.38,3,3430.25,33.346846,164.996268,3247.91,509.920876,2766.33,5,12821.94,95.79,614.82,12120.33,1896.74,10318.38,3,"2,94,792.62",2186.17,13934.86,"2,78,684.59",43609.02,"2,37,256.74",2,8,3427.25,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001632923,01/12/2025,600001632923,f311fb80e3364f67e4181bf161282778,NA,N,N,Y,NEW,N,2025XAH3712,STORE,0.2674,1,23,1,0,MALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,8141.25,21.604,50.51,394.37,7715.37,838.24,6925.64,4,2176.1,16.099774,111.047938,2062.95,232.006176,1853.04,1,8141.25,43.51,387.37,7708.37,836.24,6928.64,7,"1,87,093.75",961.73,8872.51,"1,77,270.51",19100.52,"1,59,131.72",9,7,2175.1,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001641114,06/12/2025,600001641114,f9c07169eaf0822800af860ea86809ff,NA,N,N,Y,NEW,P,2025XAH17,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,COINS,COINS,EOA,N,N,ABU DHABI,LTL,0,0,0,1,2668.83,11,5,7,2677.83,143.08,2531.75,5,720.377742,3,1,720.377742,44.189992,677.18775,5,2668.83,4,7,2674.83,146.08,2532.75,6,61367.09,6,6,61368.09,3199.84,58164.25,9,7,0,0,0,0,1,0,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001360194,07/12/2025,600001360194,06fb0766d2f50097ce0ff9d8a19e90f1,NA,N,N,Y,REPEAT,N,2025XAH30,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,2027.79,12.438,34.2,99.98,1909.61,325.97,1610.84,2,550.963646,12.61028,33.397652,515.955714,90.094778,433.471216,1,2031.79,37.2,96.98,1908.61,326.97,1619.84,7,46624.17,741.6,2193.54,43692.03,7415.31,37034.32,4,4,541.963646,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001654034,14/12/2025,600001654034,8d179d17331473004801a670b2335dd3,NA,N,N,Y,NEW,N,2025XAH86,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,3386.95,12.304,78.11,159.8,3158.04,348.55,2888.6,8,905.60083,25.480014,48.19572,849.925096,102.40007,775.00504,6,3385.95,78.11,160.8,3159.04,349.55,2886.6,2,77817.85,1594.53,3632.4,72593.92,7949.65,66237.8,4,7,904.60083,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001313987,21/12/2025,600001313987,9ecbef730d593a958be01accf5112e14,PROMOTERS,N,N,Y,REPEAT,N,2025XAH140,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,HINDI,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,Y,Y,ABU DHABI,LTL,0,0,0,1,1664.53,12.56,42.69,82.56,1561.28,353.93,1243.04,5,450.827922,12.276106,27.739544,422.812272,101.769082,337.319296,10,1665.53,39.69,83.56,1556.28,350.93,1245.04,10,38263.19,807.87,1786.88,35686.44,7983.39,28505.92,8,8,444.827922,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001648044,12/12/2025,600001648044,10c80cf2e0120da70e783490c31a80ac,NA,N,N,Y,NEW,Y,2025XAH61,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,N,ABU DHABI,LTL,0,0,0,1,1935.78,9.205,37.31,94.31,1815.16,294.06,1548.41,4,516.953572,11.837494,30.148894,486.967184,82.364244,420.440434,4,1926.78,38.31,91.31,1812.16,300.06,1546.41,10,44298.94,683.13,2082.13,41545.68,6749.38,35485.43,7,6,514.953572,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000829603,14/12/2025,600000829603,8c33142ba05005ceda0cb46a508bc9ed,NA,N,N,Y,REPEAT,N,2025XAH97,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,OTHERS,XDB,ACTUALS,STUDDED,STUDDED,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,2086.55,9.529,125.7,99.52,1878.33,413.22,996.33,592.48,562.33907,37.20558,33.007248,504.126242,112.960228,270.349042,164.022552,2084.55,117.7,98.52,1872.33,414.22,994.33,588.48,47861.65,2694.1,2154.96,43021.59,9466.06,22824.59,13426.04,565.33907,0,0,1,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600003010292,27/12/2025,600003010292,de4fe8cf3bfe2088e30dd6db65a54d34,PASSIVE,N,N,Y,REPEAT,N,2025XAH191,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,TAMIL,XSL,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,16718.45,28.931,469.09,781.64,15942.81,2324.46,13629.35,5,4476.11,132.830266,208.871336,4262.24,628.154004,3649.08,2,16717.45,467.09,777.64,15936.81,2316.46,13625.35,6,"3,84,318.35",10656.07,17797.72,"3,66,525.63",53258.58,"3,13,275.05",2,10,4468.11,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001649695,12/12/2025,600001649695,5371f24553d47f4436ecee07d920699d,PROMOTERS,N,N,N,NEW,N,2025XAH56,STORE,0.2674,1,23,1,1,FEMALE,SINGLE,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,2,12165.26,11.34,1750.68,497.74,9924.84,2279.23,2448.22,6963.07,3252.65,472.864432,133.560876,2653.23,616.059502,659.782228,1867.25,12169.26,1756.68,498.74,9916.84,2277.23,2449.22,6955.07,"2,79,690.98",40245.64,11407.02,"2,28,050.32",52219.29,56153.06,"1,59,926.61",3257.65,0,0,2,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600001689899,31/12/2025,600001689899,e631bdea4e8ca8d0fa18d54e30a187e7,NA,N,N,Y,NEW,P,2025XAH233,STORE,0.2674,1,23,1,1,FEMALE,MARRIED,NOTMAPPED,NOTMAPPED,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,N,ABU DHABI,LTL,0,0,0,2,11997.98,15.483,1730.47,496.88,9784.63,2267.15,2529.29,6720.66,3210.66,469.390678,132.726512,2620.54,613.56191,680.797346,1801.57,11994.98,1726.47,492.88,9779.63,2267.15,2528.29,6722.66,"2,75,817.54",39691.81,11254.24,"2,24,895.49",51918.45,58131.67,"1,54,534.18",3207.66,0,0,2,0,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000449782,01/12/2025,600000449782,9317ad9cc97eef64999ff99c8533e394,PROMOTERS,N,Y,Y,REPEAT,N,2025XAH3695,STORE,0.2674,1,23,1,1,MALE,MARRIED,NOTMAPPED,MALAYALAM,XAH,ACTUALS,STUDDED,STUDDED,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,1348.45,4.414,22,73.12,1263.33,286.81,157.52,852,365.77333,9.348,25.878288,347.547042,83.158194,42.051248,232.6856,1346.45,30,67.12,1270.33,289.81,161.52,847,30953.35,462,1461.76,29039.59,6551.63,3537.96,19413,369.77333,0,1345.45,1,1345.45,1,1,0,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000581808,08/12/2025,600000581808,8e1a8c1b2125bee65440ce57e3c6b3c2,NA,HNI,N,Y,REPEAT,N,2025XAH37,STORE,0.2674,1,23,1,0,FEMALE,MARRIED,NOTMAPPED,TAMIL,XDB,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,4948.19,11.513,8,237.44,4709.75,724.28,3993.47,9,1324.08,2,71.956656,1265.12,196.068072,1075.05,9,4948.19,9,243.44,4714.75,721.28,3995.47,4,"1,13,720.37",5,5418.12,"1,08,303.25",16522.44,91783.81,1,4,1322.08,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,600000934940,23/12/2025,600000934940,82237cc75f5f6c2d81ec910ac625f923,PROMOTERS,N,N,Y,REPEAT,N,2025XAH157,STORE,0.2674,1,23,1,0,MALE,MARRIED,NOTMAPPED,TAMIL,XAH,ACTUALS,PLAIN,RO_PLAIN,EOA,N,Y,ABU DHABI,LTL,0,0,0,1,4528.46,17.364,65.63,213.37,4248.46,629.25,3689.84,3,1218.31,26.747262,65.787738,1144.77,177.45925,991.058816,3,4531.46,68.63,213.37,4256.46,634.25,3689.84,6,"1,04,022.58",1444.49,4893.51,97700.58,14408.75,84736.32,7,3,1209.31,0,0,0,1,0,1,XAH
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],29/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,14,12,0,2,2,4,8,6,1,7,5,3,2,9,2,9,10,8,9,8,5,10,5,7,1,1,2,6,8,5,2,1,1,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],27/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,6,5,0,2,1,6,1,8,1,2,1,9,1,6,2,5,1,10,5,10,8,10,6,5,2,6,1,5,5,2,5,4,7,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],26/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,11,9,0,2,6,8,10,6,4,4,2,4,4,8,4,5,7,3,8,6,10,1,7,3,5,10,8,10,8,8,10,7,8,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],25/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,2,0,0,2,3,2,4,10,8,8,9,9,10,8,5,1,9,2,10,9,4,1,3,7,6,1,5,5,10,9,8,6,5,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],21/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,10,8,0,5,2,10,6,9,9,10,1,8,10,8,9,1,7,10,4,10,9,3,10,8,8,5,3,10,7,6,8,5,8,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],18/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,5,4,0,4,6,5,3,4,6,4,3,4,8,8,1,5,2,10,3,2,3,7,2,7,7,4,3,2,10,10,6,5,7,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],17/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,2,2,0,5,9,4,2,10,4,9,3,6,5,7,9,8,4,9,7,9,9,2,3,7,7,8,10,6,2,2,3,10,4,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],16/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,3,2,0,10,7,10,7,2,1,1,2,6,10,8,6,6,9,1,4,8,10,2,9,9,3,7,6,10,7,10,2,6,10,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],05/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,8,6,0,10,4,6,10,8,6,5,5,5,10,1,1,9,5,8,1,4,2,1,6,4,4,8,6,3,2,10,9,7,3,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],04/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,ACTUALS,WALKINS,WALKINS,EOA,N,N,ABU DHABI,LTL,0,6,4,0,10,8,7,7,8,8,4,7,2,5,3,4,9,9,10,4,8,4,10,1,8,5,3,7,1,5,5,10,7,7,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],04/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,GEP_CNAMT,GEP_CNAMT,GEP_CNAMT,EOA,N,N,ABU DHABI,LTL,0,0,0,0,13791,7,1,5,2,7,9,6,3695.91,3,4,9,9,8,2,13789,4,2,9,6,7,10,"3,17,134",9,1,3,4,2,8,10,0,0,0,0,0,0,0,[NULL]
FY26,XAH,TANISHQ,UAE,HAMDAN ST- ABU DHABI,KSHITIJ,UAE,STORE,02/10/2022,02/10/2022,EXISTING,[NULL],13/12/2025,N,N,N,N,N,N,REPEAT,N,N,N,0,0,0,0,0,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,NOTMAPPED,GEP_CNAMT,GEP_CNAMT,GEP_CNAMT,EOA,N,N,ABU DHABI,LTL,0,0,0,0,70178,10,3,4,2,9,7,7,18767.92,6,10,8,8,9,6,70174,1,10,2,9,8,1,"16,13,872",4,6,4,8,4,2,5,0,0,0,0,0,0,0,[NULL]
